City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Amritsar,2020-03-29,17.74,63.75,17.36,11.56,27.43,0.76,6.7,22.1,60.0,Satisfactory
Amritsar,2020-03-30,21.35,68.57,17.8,11.05,26.97,0.71,7.21,22.14,67.0,Satisfactory
Amritsar,2020-03-31,21.91,70.76,17.8,10.68,27.51,0.78,6.82,22.14,69.0,Satisfactory
Amritsar,2020-04-01,14.18,60.07,18.48,10.29,27.96,0.77,6.3,22.14,65.0,Satisfactory
Amritsar,2020-04-02,13.97,63.92,17.69,10.82,27.94,0.78,6.22,22.14,63.0,Satisfactory
Amritsar,2020-04-03,17.52,61.42,17.88,10.69,26.99,0.76,6.57,22.14,61.0,Satisfactory
Amritsar,2020-04-04,22.8,50.68,17.62,10.84,27.79,0.69,7.4,22.14,58.0,Satisfactory
Amritsar,2020-04-05,34.73,68.87,16.81,10.78,25.99,0.69,8.68,22.14,60.0,Satisfactory
Amritsar,2020-04-12,20.09,34.55,18.33,11.21,28.01,0.85,8.49,22.14,45.0,Good
Amritsar,2020-04-13,29.47,59.84,17.65,11.55,27.61,0.59,9.63,22.14,52.0,Satisfactory
Amritsar,2020-04-14,22.37,50.46,17.34,10.67,23.17,0.64,6.33,22.14,59.0,Satisfactory
Amritsar,2020-04-15,32.05,75.31,20.86,18.96,28.66,0.73,6.55,23.62,68.0,Satisfactory
Amritsar,2020-04-16,22.61,48.2,23.03,17.01,33.2,0.73,7.65,36.07,61.0,Satisfactory
Amritsar,2020-04-17,17.45,38.01,18.7,11.4,28.05,0.7,7.76,42.81,45.0,Good
Amritsar,2020-04-18,8.8,18.03,21.51,11.43,31.09,0.8,5.88,43.02,43.0,Good
Amritsar,2020-04-19,11.33,30.5,18.12,11.33,27.79,0.82,8.85,43.02,44.0,Good
Amritsar,2020-04-20,16.35,56.92,17.86,12.25,28.27,0.68,9.64,43.02,51.0,Satisfactory
Amritsar,2020-04-21,9.84,39.79,19.48,13.03,29.25,0.79,13.02,43.02,47.0,Good
Amritsar,2020-04-22,13.72,51.33,21.63,14.02,31.4,0.74,9.17,43.02,48.0,Good
Amritsar,2020-04-23,14.67,59.48,23.49,16.84,33.39,0.84,8.59,43.02,56.0,Satisfactory
Amritsar,2020-04-24,20.68,78.36,20.44,16.25,32.22,0.67,8.94,43.02,68.0,Satisfactory
Amritsar,2020-04-25,15.74,67.22,22.04,16.48,30.38,0.77,17.19,43.02,74.0,Satisfactory
Amritsar,2020-04-26,14.78,54.18,19.74,15.44,29.59,0.69,11.17,43.02,60.0,Satisfactory
Amritsar,2020-04-27,11.2,42.21,38.1,32.33,46.31,0.75,6.42,44.12,51.0,Satisfactory
Amritsar,2020-04-28,13.63,52.77,28.22,21.57,37.97,0.79,7.08,43.57,56.0,Satisfactory
Amritsar,2020-04-29,24.61,86.73,26.75,19.19,36.02,0.76,9.0,43.57,72.0,Satisfactory
Amritsar,2020-04-30,23.98,112.59,25.07,17.26,34.95,0.76,8.5,43.57,102.0,Moderate
Amritsar,2020-05-01,32.01,141.16,20.93,14.93,30.16,0.78,9.5,43.57,118.0,Moderate
Amritsar,2020-05-02,28.37,114.11,20.75,16.36,29.69,0.63,8.45,43.57,118.0,Moderate
Amritsar,2020-05-03,15.46,65.47,23.93,18.66,35.6,0.78,7.07,26.82,91.0,Satisfactory
Amritsar,2020-05-04,19.64,72.31,19.2,16.05,28.92,0.81,8.64,27.11,61.0,Satisfactory
Amritsar,2020-05-05,18.81,74.73,19.59,14.69,29.97,0.73,7.44,27.1,77.0,Satisfactory
Amritsar,2020-05-06,23.32,76.19,19.26,12.39,28.6,0.82,10.3,27.11,75.0,Satisfactory
Amritsar,2020-05-07,18.39,48.21,33.61,26.95,39.88,0.73,8.99,37.82,60.0,Satisfactory
Amritsar,2020-05-08,34.0,83.68,30.38,24.27,39.73,0.83,10.06,43.77,71.0,Satisfactory
Amritsar,2020-05-09,37.31,87.52,22.45,18.78,31.81,0.75,10.47,43.73,87.0,Satisfactory
Amritsar,2020-05-10,39.62,91.93,20.3,13.69,30.2,0.7,10.16,43.77,94.0,Satisfactory
Amritsar,2020-05-11,32.14,70.6,20.67,15.65,30.08,0.67,7.82,43.77,75.0,Satisfactory
Amritsar,2020-05-12,24.59,49.58,21.79,16.79,30.38,0.82,9.74,43.77,61.0,Satisfactory
Amritsar,2020-05-13,44.76,86.65,19.55,15.63,30.07,0.74,9.08,43.77,67.0,Satisfactory
Amritsar,2020-05-14,42.22,78.34,21.56,15.84,32.32,0.61,9.03,43.77,95.0,Satisfactory
Amritsar,2020-05-15,21.61,43.74,22.88,15.94,32.43,0.91,9.9,43.77,52.0,Satisfactory
Amritsar,2020-05-16,35.91,69.27,20.01,14.83,29.75,0.75,9.26,43.77,61.0,Satisfactory
Amritsar,2020-05-17,39.96,77.29,20.35,15.98,30.7,0.75,11.8,43.77,75.0,Satisfactory
Amritsar,2020-05-18,44.56,76.97,22.31,17.48,27.56,0.67,26.68,43.77,76.0,Satisfactory
Amritsar,2020-05-19,34.55,59.21,21.5,14.96,30.21,0.69,22.25,52.91,65.0,Satisfactory
Amritsar,2020-05-20,43.35,68.58,21.26,15.0,30.04,0.69,11.86,64.78,68.0,Satisfactory
Amritsar,2020-05-21,52.58,81.31,20.08,15.55,30.04,0.68,10.76,64.78,80.0,Satisfactory
Amritsar,2020-05-22,68.2,113.31,19.12,13.29,29.59,0.62,23.16,41.89,115.0,Moderate
Amritsar,2020-05-23,54.78,96.64,18.45,12.8,28.26,0.48,18.35,17.0,106.0,Moderate
Amritsar,2020-05-24,29.01,55.05,18.64,11.41,26.45,0.61,19.01,17.0,74.0,Satisfactory
Amritsar,2020-05-25,16.29,72.17,17.69,10.6,27.18,0.76,17.75,17.0,69.0,Satisfactory
Amritsar,2020-05-26,51.47,90.41,18.07,10.31,27.12,0.97,34.05,17.0,81.0,Satisfactory
Amritsar,2020-05-27,37.21,66.23,16.63,10.97,26.78,0.56,14.45,17.0,77.0,Satisfactory
Amritsar,2020-05-28,43.68,108.29,17.75,10.33,27.66,0.49,10.98,17.0,81.0,Satisfactory
Amritsar,2020-05-29,29.99,77.22,19.41,11.22,28.95,0.73,12.3,17.0,67.0,Satisfactory
Amritsar,2020-05-30,24.14,51.65,20.17,14.87,31.03,0.66,6.28,17.0,63.0,Satisfactory
Amritsar,2020-05-31,13.33,25.58,27.84,22.14,37.92,0.63,8.09,17.0,48.0,Good
Amritsar,2020-06-01,19.12,33.74,30.02,39.8,34.58,0.71,11.8,22.8,43.0,Good
Amritsar,2020-06-02,26.84,152.97,23.06,21.62,34.76,0.68,17.71,28.48,65.0,Satisfactory
Amritsar,2020-06-03,26.72,486.99,20.32,12.54,29.09,0.58,10.48,36.15,478.0,Severe
Amritsar,2020-06-04,30.13,167.85,20.82,15.08,28.88,0.74,16.68,33.88,193.0,Moderate
Amritsar,2020-06-05,20.75,29.73,24.69,21.48,34.62,0.72,10.49,40.04,56.0,Satisfactory
Amritsar,2020-06-06,15.5,24.76,21.22,15.84,30.45,0.77,8.67,39.85,41.0,Good
Amritsar,2020-06-07,26.99,43.07,21.13,15.1,30.36,0.59,6.56,40.04,42.0,Good
Amritsar,2020-06-08,27.07,59.04,19.32,13.52,27.74,0.59,8.56,39.64,51.0,Satisfactory
Amritsar,2020-06-12,27.87,96.72,16.68,9.17,24.32,0.71,12.02,30.79,89.0,Satisfactory
Amritsar,2020-06-13,24.76,93.78,16.61,8.31,24.6,0.65,10.76,32.52,104.0,Moderate
Amritsar,2020-06-14,31.92,96.98,15.92,8.01,23.81,0.69,10.86,32.52,87.0,Satisfactory
Amritsar,2020-06-15,28.49,108.35,16.93,7.97,24.78,0.75,16.73,32.52,103.0,Moderate
Amritsar,2020-06-16,37.0,119.96,19.94,16.04,26.67,0.68,13.24,31.49,110.0,Moderate
Amritsar,2020-06-17,40.46,131.87,31.85,26.2,42.08,0.73,9.2,16.56,117.0,Moderate
Amritsar,2020-06-18,34.6,123.23,21.98,18.43,30.65,0.74,12.51,16.48,117.0,Moderate
Amritsar,2020-06-19,47.94,169.06,19.11,12.63,27.07,0.62,10.92,16.48,131.0,Moderate
Amritsar,2020-06-20,55.58,88.74,58.55,53.34,77.94,0.71,5.53,16.48,120.0,Moderate
Amritsar,2020-06-22,39.81,95.02,23.84,18.72,32.27,0.68,4.64,16.48,72.0,Satisfactory
Amritsar,2020-06-23,68.81,312.18,18.9,12.03,25.83,0.67,4.36,16.48,125.0,Moderate
Amritsar,2020-06-24,23.77,69.62,17.0,9.97,23.17,0.59,7.21,16.48,130.0,Moderate
Amritsar,2020-06-25,31.68,57.96,18.0,10.71,25.96,0.74,5.83,16.48,59.0,Satisfactory
Amritsar,2020-06-26,32.85,151.19,23.35,18.01,31.94,0.66,4.79,16.48,83.0,Satisfactory
Amritsar,2020-06-28,45.24,40.0,23.11,17.9,27.47,0.63,5.22,16.48,85.0,Satisfactory
Amritsar,2020-06-29,26.77,60.69,26.99,19.83,34.03,0.67,4.89,16.48,49.0,Good
Amritsar,2020-06-30,41.64,76.49,22.03,15.97,30.6,0.69,4.67,16.48,66.0,Satisfactory
Amritsar,2020-07-01,57.67,100.99,32.81,15.11,30.2,0.59,3.48,16.48,78.0,Satisfactory
Chandigarh,2019-09-03,27.93,95.68,9.72,4.71,14.19,0.79,9.36,30.18,93.0,Satisfactory
Chandigarh,2019-09-04,34.05,90.68,16.53,9.83,25.86,0.93,4.27,17.23,96.0,Satisfactory
Chandigarh,2019-09-19,38.1,61.67,7.61,3.3,10.9,0.65,14.74,26.14,88.0,Satisfactory
Chandigarh,2019-09-20,40.41,67.91,10.52,3.96,12.79,0.55,9.97,28.6,71.0,Satisfactory
Chandigarh,2019-09-21,27.21,62.04,8.6,7.2,10.64,0.53,9.63,34.72,69.0,Satisfactory
Chandigarh,2019-09-22,29.75,64.56,10.22,5.64,11.21,0.55,8.67,21.21,68.0,Satisfactory
Chandigarh,2019-09-23,18.35,49.86,9.53,4.55,10.1,0.51,8.83,27.24,59.0,Satisfactory
Chandigarh,2019-09-24,34.43,89.26,9.8,4.23,10.04,0.66,8.71,37.1,74.0,Satisfactory
Chandigarh,2019-09-25,33.66,105.3,10.94,6.56,11.8,0.73,8.19,21.1,102.0,Moderate
Chandigarh,2019-09-26,22.93,73.73,13.33,6.05,10.8,0.79,12.05,17.26,94.0,Satisfactory
Chandigarh,2019-09-27,16.0,57.51,18.72,5.25,17.25,0.83,12.05,24.57,80.0,Satisfactory
Chandigarh,2019-09-28,22.41,59.18,18.75,5.06,17.87,0.56,13.4,31.23,77.0,Satisfactory
Chandigarh,2019-09-29,13.93,49.87,12.76,3.31,7.67,0.5,14.95,16.21,48.0,Good
Chandigarh,2019-10-01,24.45,49.4,27.37,5.3,24.85,0.85,16.05,12.58,68.0,Satisfactory
Chandigarh,2019-10-02,15.77,44.47,13.35,5.38,13.63,0.54,15.9,20.96,58.0,Satisfactory
Chandigarh,2019-10-03,29.59,71.0,10.47,7.86,12.9,0.71,16.42,19.05,58.0,Satisfactory
Chandigarh,2019-10-04,30.27,73.77,7.99,8.1,10.54,0.46,18.14,16.87,74.0,Satisfactory
Chandigarh,2019-10-05,25.9,77.68,9.62,4.75,10.27,0.44,15.09,17.33,72.0,Satisfactory
Chandigarh,2019-10-06,38.69,82.66,10.07,4.05,10.31,0.49,14.44,15.07,83.0,Satisfactory
Chandigarh,2019-10-07,53.09,112.6,8.63,5.0,9.58,0.51,11.35,17.72,94.0,Satisfactory
Chandigarh,2019-10-08,43.67,104.59,10.14,4.64,10.57,0.61,12.42,13.96,106.0,Moderate
Chandigarh,2019-10-09,53.12,120.09,17.13,5.73,16.77,0.85,13.54,16.92,108.0,Moderate
Chandigarh,2019-10-10,56.82,121.89,13.25,6.53,13.7,0.74,12.52,19.27,117.0,Moderate
Chandigarh,2019-10-11,50.45,106.22,13.64,6.51,14.27,0.74,10.38,11.03,107.0,Moderate
Chandigarh,2019-10-12,58.03,106.62,13.94,5.64,14.67,0.72,12.45,26.84,107.0,Moderate
Chandigarh,2019-10-13,57.61,112.63,15.52,4.3,14.77,0.71,11.66,19.64,98.0,Satisfactory
Chandigarh,2019-10-14,74.8,128.72,13.92,6.28,14.43,0.83,13.5,19.87,135.0,Moderate
Chandigarh,2019-10-15,73.44,135.12,16.48,6.34,16.6,0.95,12.4,15.35,138.0,Moderate
Chandigarh,2019-10-16,83.96,151.62,17.66,6.6,17.59,1.0,10.71,19.99,158.0,Moderate
Chandigarh,2019-10-17,80.65,133.85,16.88,7.57,17.78,0.88,10.2,22.35,187.0,Moderate
Chandigarh,2019-10-18,56.2,108.33,12.07,5.93,12.92,0.61,10.23,24.06,122.0,Moderate
Chandigarh,2019-10-19,51.84,109.52,14.08,5.48,14.22,0.62,11.54,18.3,110.0,Moderate
Chandigarh,2019-10-20,53.9,111.12,10.73,5.4,11.43,0.59,11.04,18.54,105.0,Moderate
Chandigarh,2019-10-21,53.79,117.94,11.51,5.22,11.97,0.54,10.41,19.03,111.0,Moderate
Chandigarh,2019-10-22,47.72,106.01,10.27,4.3,10.48,0.54,9.55,22.98,108.0,Moderate
Chandigarh,2019-10-23,46.9,108.1,18.05,5.96,17.37,0.73,10.67,16.13,104.0,Moderate
Chandigarh,2019-10-24,71.66,130.66,21.97,7.38,21.56,0.91,9.69,15.62,110.0,Moderate
Chandigarh,2019-10-25,92.3,159.18,17.22,7.59,17.86,0.99,10.21,17.21,190.0,Moderate
Chandigarh,2019-10-26,104.11,150.29,12.26,6.84,13.52,0.82,10.29,18.17,231.0,Poor
Chandigarh,2019-10-27,122.16,180.25,7.8,16.3,11.84,0.73,9.92,17.49,253.0,Poor
Chandigarh,2019-10-28,154.85,224.22,33.17,13.6,33.08,0.82,9.24,16.2,335.0,Very Poor
Chandigarh,2019-10-29,110.06,184.04,36.29,19.43,43.39,1.29,9.28,14.68,268.0,Poor
Chandigarh,2019-10-30,108.09,181.54,17.27,11.43,20.99,1.01,8.21,22.36,270.0,Poor
Chandigarh,2019-10-31,109.17,169.19,9.28,10.06,13.98,0.99,8.87,24.24,262.0,Poor
Chandigarh,2019-11-01,112.71,190.12,7.24,13.46,14.1,0.89,8.29,26.53,270.0,Poor
Chandigarh,2019-11-02,123.26,190.28,14.3,11.76,18.63,1.02,9.04,14.22,297.0,Poor
Chandigarh,2019-11-03,135.98,215.41,4.69,8.11,5.18,0.98,11.2,18.42,283.0,Poor
Chandigarh,2019-11-04,114.56,166.58,4.58,6.33,7.82,0.69,9.56,16.51,322.0,Very Poor
Chandigarh,2019-11-05,53.96,115.54,7.09,6.08,9.39,0.54,9.81,17.46,148.0,Moderate
Chandigarh,2019-11-06,58.85,125.5,15.47,7.78,13.85,1.02,11.69,9.64,117.0,Moderate
Chandigarh,2019-11-07,46.3,84.99,15.71,9.68,14.7,0.79,8.19,7.92,100.0,Satisfactory
Chandigarh,2019-11-08,45.3,72.48,38.26,8.67,35.9,0.74,9.2,9.4,82.0,Satisfactory
Chandigarh,2019-11-15,96.95,162.86,4.57,17.22,13.93,0.85,10.64,12.77,245.0,Poor
Chandigarh,2019-11-16,63.35,122.19,3.11,10.68,13.76,0.5,8.08,17.52,165.0,Moderate
Chandigarh,2019-11-17,42.54,70.69,3.11,9.85,12.88,0.42,9.32,17.13,94.0,Satisfactory
Chandigarh,2019-11-18,61.85,100.77,5.34,25.44,28.08,0.67,9.22,14.66,87.0,Satisfactory
Chandigarh,2019-11-23,84.1,125.61,1.32,17.06,18.48,0.53,9.45,8.15,256.0,Poor
Chandigarh,2019-11-24,44.9,76.48,2.6,18.03,20.07,0.45,10.79,8.99,107.0,Moderate
Chandigarh,2019-11-25,46.55,93.05,17.99,51.27,68.73,0.87,11.2,7.16,80.0,Satisfactory
Chandigarh,2019-11-26,61.28,138.26,16.84,48.98,66.05,0.84,9.71,4.22,111.0,Moderate
Chandigarh,2019-11-27,32.56,64.7,18.8,52.22,70.53,0.85,10.94,5.34,88.0,Satisfactory
Chandigarh,2019-11-28,42.0,74.34,28.32,29.43,51.8,0.85,10.01,5.92,100.0,Satisfactory
Chandigarh,2019-11-29,50.57,91.07,40.39,8.06,36.97,0.88,10.77,7.12,95.0,Satisfactory
Chandigarh,2019-11-30,55.52,105.75,27.53,10.22,27.17,0.77,10.78,8.14,92.0,Satisfactory
Chandigarh,2019-12-01,59.05,98.34,8.75,12.28,13.41,0.73,10.18,10.13,107.0,Moderate
Chandigarh,2019-12-02,78.39,120.04,11.61,11.11,14.88,0.61,8.67,11.23,122.0,Moderate
Chandigarh,2019-12-03,81.14,140.46,25.39,15.46,27.98,0.77,6.36,12.77,166.0,Moderate
Chandigarh,2019-12-04,91.88,171.84,59.58,13.5,52.75,1.3,9.59,12.55,199.0,Moderate
Chandigarh,2019-12-05,92.12,167.97,70.94,5.08,59.09,1.25,9.06,13.89,204.0,Poor
Chandigarh,2019-12-06,77.58,135.81,44.31,10.6,41.3,0.96,10.33,9.78,186.0,Moderate
Chandigarh,2019-12-07,69.8,133.11,43.97,12.89,42.09,1.0,10.46,8.77,139.0,Moderate
Chandigarh,2019-12-08,69.48,111.77,33.52,14.4,33.18,0.87,10.54,10.45,142.0,Moderate
Chandigarh,2019-12-09,97.55,196.46,29.9,21.94,34.45,0.92,11.4,8.56,157.0,Moderate
Chandigarh,2019-12-10,90.07,153.17,27.56,20.88,32.57,0.86,11.91,8.73,218.0,Poor
Chandigarh,2019-12-11,119.05,175.51,33.79,21.97,38.56,1.06,10.15,7.86,211.0,Poor
Chandigarh,2019-12-12,108.0,141.0,34.59,23.28,40.18,1.01,8.2,8.47,307.0,Very Poor
Chandigarh,2019-12-13,21.86,53.35,6.07,14.69,12.52,0.4,7.97,13.21,115.0,Moderate
Chandigarh,2019-12-14,39.0,70.49,8.42,14.96,14.58,0.48,10.16,4.84,44.0,Good
Chandigarh,2019-12-15,39.25,63.12,7.44,11.3,11.79,0.51,9.65,5.81,70.0,Satisfactory
Chandigarh,2019-12-16,41.79,77.26,7.23,10.15,11.16,0.53,6.58,3.7,69.0,Satisfactory
Chandigarh,2019-12-17,61.95,101.09,4.68,12.21,9.97,0.53,6.01,4.85,89.0,Satisfactory
Chandigarh,2019-12-18,49.36,82.55,6.34,11.18,10.87,0.62,5.7,3.93,95.0,Satisfactory
Chandigarh,2019-12-19,91.41,119.91,7.9,14.2,13.76,0.66,7.77,5.84,149.0,Moderate
Chandigarh,2019-12-20,98.48,132.54,8.48,14.95,14.25,0.8,8.64,8.29,204.0,Poor
Chandigarh,2019-12-21,68.55,119.96,5.88,11.44,10.79,0.8,5.95,8.99,199.0,Moderate
Chandigarh,2019-12-22,46.06,87.11,2.7,11.25,8.04,0.62,6.88,11.38,101.0,Moderate
Chandigarh,2019-12-23,41.79,83.61,6.97,12.09,11.87,0.66,6.83,8.97,80.0,Satisfactory
Chandigarh,2019-12-24,67.27,132.94,10.35,13.21,15.23,0.72,6.88,8.48,110.0,Moderate
Chandigarh,2019-12-25,35.08,65.55,3.48,9.79,7.92,0.49,5.65,9.85,96.0,Satisfactory
Chandigarh,2019-12-26,38.86,79.99,2.22,10.41,7.23,0.49,6.14,10.21,69.0,Satisfactory
Chandigarh,2019-12-27,61.39,131.32,3.7,14.23,10.0,0.58,4.76,6.78,97.0,Satisfactory
Chandigarh,2019-12-28,77.1,156.58,12.15,11.78,14.9,0.69,6.58,6.12,127.0,Moderate
Chandigarh,2019-12-29,58.68,99.91,11.84,12.41,16.18,0.77,5.62,9.04,149.0,Moderate
Chandigarh,2019-12-30,72.34,140.37,38.14,16.28,36.66,1.04,6.59,6.52,102.0,Moderate
Chandigarh,2019-12-31,77.06,145.42,49.23,14.74,48.79,1.24,7.27,6.62,206.0,Poor
Chandigarh,2020-01-01,63.22,135.76,46.81,15.96,45.21,1.11,7.79,8.1,132.0,Moderate
Chandigarh,2020-01-02,45.65,102.2,40.57,13.18,39.43,0.97,8.9,22.51,109.0,Moderate
Chandigarh,2020-01-03,45.79,94.86,36.01,11.14,34.87,0.93,11.32,14.29,102.0,Moderate
Chandigarh,2020-01-04,53.46,108.55,23.92,13.16,26.12,0.84,9.13,9.92,100.0,Satisfactory
Chandigarh,2020-01-05,51.15,106.42,6.6,13.63,12.1,0.64,8.39,9.66,109.0,Moderate
Chandigarh,2020-01-06,37.92,65.35,10.22,12.04,14.32,0.57,9.79,6.99,85.0,Satisfactory
Chandigarh,2020-01-07,28.87,48.29,29.12,11.69,29.7,0.79,8.73,8.44,56.0,Satisfactory
Chandigarh,2020-01-08,31.92,43.82,18.41,9.94,19.91,0.61,7.9,10.9,48.0,Good
Chandigarh,2020-01-09,28.35,47.36,3.41,11.19,8.54,0.44,5.58,12.51,49.0,Good
Chandigarh,2020-01-10,27.82,63.04,7.97,11.61,12.46,0.5,6.0,10.61,58.0,Satisfactory
Chandigarh,2020-01-11,46.57,108.09,19.2,15.57,23.47,0.76,6.55,8.43,80.0,Satisfactory
Chandigarh,2020-01-12,75.8,165.63,17.43,17.6,23.12,0.92,9.83,6.26,123.0,Moderate
Chandigarh,2020-01-13,63.64,120.83,18.37,15.63,23.05,0.88,7.38,7.63,170.0,Moderate
Chandigarh,2020-01-14,39.14,73.4,13.13,9.24,15.17,0.69,6.7,8.2,88.0,Satisfactory
Chandigarh,2020-01-15,46.49,85.04,12.44,12.03,16.45,0.68,7.03,9.22,77.0,Satisfactory
Chandigarh,2020-01-16,40.07,79.2,7.15,11.91,11.96,0.67,6.47,8.12,80.0,Satisfactory
Chandigarh,2020-01-17,48.86,90.27,16.22,10.91,18.44,0.75,7.18,6.46,85.0,Satisfactory
Chandigarh,2020-01-18,58.57,134.0,18.14,11.8,20.29,0.69,8.39,8.28,110.0,Moderate
Chandigarh,2020-01-19,46.76,96.89,20.11,11.33,22.08,0.78,7.99,10.35,112.0,Moderate
Chandigarh,2020-01-20,54.78,127.45,27.83,13.64,29.01,0.96,6.46,8.95,93.0,Satisfactory
Chandigarh,2020-01-21,65.75,140.69,38.7,16.84,39.52,1.03,9.06,9.56,136.0,Moderate
Chandigarh,2020-01-22,41.75,93.67,18.17,12.43,21.1,0.73,7.32,6.54,112.0,Moderate
Chandigarh,2020-01-23,29.8,72.37,1.59,10.72,6.48,0.43,5.37,12.63,73.0,Satisfactory
Chandigarh,2020-01-24,27.35,82.96,1.26,13.16,7.67,0.54,5.84,14.54,75.0,Satisfactory
Chandigarh,2020-01-25,50.16,107.88,35.84,13.38,35.43,1.03,7.56,3.2,99.0,Satisfactory
Chandigarh,2020-01-26,63.05,108.46,29.72,14.09,31.22,0.9,8.11,11.11,117.0,Moderate
Chandigarh,2020-01-27,70.05,123.37,26.66,18.67,31.12,0.98,8.26,9.31,93.0,Satisfactory
Chandigarh,2020-01-28,40.04,89.37,15.87,17.71,21.46,0.64,7.53,10.27,142.0,Moderate
Chandigarh,2020-01-29,23.83,68.76,6.6,16.39,13.86,0.51,7.44,8.83,72.0,Satisfactory
Chandigarh,2020-01-30,26.33,65.41,4.78,11.56,9.73,0.46,5.88,9.77,76.0,Satisfactory
Chandigarh,2020-01-31,33.27,66.36,4.48,12.56,7.49,0.6,6.3,7.45,55.0,Satisfactory
Chandigarh,2020-02-01,46.01,85.01,3.21,15.01,5.53,0.82,7.97,12.24,95.0,Satisfactory
Chandigarh,2020-02-02,36.92,82.32,4.52,12.5,10.0,0.57,6.96,13.45,75.0,Satisfactory
Chandigarh,2020-02-03,45.69,115.3,17.36,14.34,20.79,0.76,7.01,10.43,95.0,Satisfactory
Chandigarh,2020-02-04,48.43,112.21,32.31,16.22,34.89,0.87,8.97,11.01,113.0,Moderate
Chandigarh,2020-02-05,44.5,85.81,1.37,11.9,7.21,0.5,7.05,13.06,98.0,Satisfactory
Chandigarh,2020-02-06,44.26,93.7,15.06,13.75,18.79,0.71,7.71,9.21,83.0,Satisfactory
Chandigarh,2020-02-07,52.11,95.92,29.84,17.65,28.07,0.82,9.1,9.83,102.0,Moderate
Chandigarh,2020-02-08,56.44,94.22,9.91,15.27,15.03,0.67,7.94,10.93,91.0,Satisfactory
Chandigarh,2020-02-09,58.61,103.76,23.06,19.65,28.42,0.82,10.03,9.18,101.0,Moderate
Chandigarh,2020-02-10,58.08,109.57,25.78,18.27,30.22,0.89,8.69,10.81,109.0,Moderate
Chandigarh,2020-02-11,55.99,118.21,18.39,17.75,24.25,0.85,8.71,11.89,109.0,Moderate
Chandigarh,2020-02-12,54.47,114.12,3.68,15.96,11.31,0.65,8.35,19.25,110.0,Moderate
Chandigarh,2020-02-13,45.96,94.73,1.7,14.52,8.96,0.59,9.29,17.07,102.0,Moderate
Chandigarh,2020-02-14,38.65,96.46,1.54,13.63,8.36,0.49,8.37,16.15,94.0,Satisfactory
Chandigarh,2020-02-15,38.73,92.66,1.43,14.94,8.94,0.56,9.09,17.84,94.0,Satisfactory
Chandigarh,2020-02-16,44.75,97.01,10.51,18.43,17.9,0.68,9.39,12.34,99.0,Satisfactory
Chandigarh,2020-02-17,37.34,84.86,6.64,17.18,14.42,0.61,8.07,15.63,88.0,Satisfactory
Chandigarh,2020-02-18,39.85,114.47,4.45,17.63,12.56,0.66,9.85,11.62,94.0,Satisfactory
Chandigarh,2020-02-19,49.94,140.48,29.86,23.78,36.57,1.0,8.79,12.05,124.0,Moderate
Chandigarh,2020-02-20,40.09,105.55,3.48,22.32,14.23,0.66,10.52,10.35,114.0,Moderate
Chandigarh,2020-02-21,17.74,36.33,5.72,19.61,14.1,0.58,11.11,8.22,72.0,Satisfactory
Chandigarh,2020-02-22,28.86,59.53,9.04,16.27,15.75,0.61,9.63,15.11,50.0,Good
Chandigarh,2020-02-23,26.21,65.46,11.93,16.68,18.18,0.67,10.0,15.54,64.0,Satisfactory
Chandigarh,2020-02-24,22.11,68.15,8.68,14.65,14.71,0.54,10.26,14.02,61.0,Satisfactory
Chandigarh,2020-02-25,31.08,78.66,8.84,17.82,16.43,0.65,11.05,13.07,78.0,Satisfactory
Chandigarh,2020-02-26,36.76,96.77,23.97,21.72,30.21,0.91,11.17,11.33,83.0,Satisfactory
Chandigarh,2020-02-27,55.33,122.12,20.93,22.96,28.95,1.03,11.55,10.96,112.0,Moderate
Chandigarh,2020-02-28,48.22,112.13,9.79,19.63,18.3,0.79,9.13,14.79,112.0,Moderate
Chandigarh,2020-02-29,24.21,56.88,12.13,19.64,19.59,0.63,8.1,13.73,86.0,Satisfactory
Chandigarh,2020-03-01,16.87,53.56,26.74,19.34,31.78,0.7,9.37,10.24,62.0,Satisfactory
Chandigarh,2020-03-02,32.21,75.25,21.81,19.91,27.96,0.72,11.08,9.32,66.0,Satisfactory
Chandigarh,2020-03-03,35.14,90.3,9.78,16.91,16.8,0.6,9.75,12.35,82.0,Satisfactory
Chandigarh,2020-03-04,35.6,101.85,14.24,21.84,22.8,0.77,10.94,12.72,97.0,Satisfactory
Chandigarh,2020-03-05,20.93,64.03,6.33,21.44,16.33,0.52,8.94,13.74,86.0,Satisfactory
Chandigarh,2020-03-06,13.67,38.03,4.61,17.43,12.82,0.4,7.91,11.92,49.0,Good
Chandigarh,2020-03-07,13.4,26.33,18.12,12.2,20.48,0.57,6.45,5.37,35.0,Good
Chandigarh,2020-03-08,22.56,46.29,26.85,14.69,29.63,0.66,8.51,12.53,62.0,Satisfactory
Chandigarh,2020-03-09,21.62,53.89,1.64,13.26,8.13,0.38,7.63,15.71,47.0,Good
Chandigarh,2020-03-10,29.78,76.2,7.71,18.13,15.51,0.6,9.69,12.53,69.0,Satisfactory
Chandigarh,2020-03-11,27.87,69.71,11.05,20.98,19.56,0.63,8.38,10.97,74.0,Satisfactory
Chandigarh,2020-03-12,19.08,38.09,7.16,19.73,15.69,0.54,8.23,15.5,49.0,Good
