City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Amaravati,2017-11-25,81.4,124.5,1.44,20.5,12.08,0.12,15.24,127.09,184.0,Moderate
Amaravati,2017-11-26,78.32,129.06,1.26,26.0,14.85,0.14,26.96,117.44,197.0,Moderate
Amaravati,2017-11-27,88.76,135.32,6.6,30.85,21.77,0.11,33.59,111.81,198.0,Moderate
Amaravati,2017-11-28,64.18,104.09,2.56,28.07,17.01,0.09,19.0,138.18,188.0,Moderate
Amaravati,2017-11-29,72.47,114.84,5.23,23.2,16.59,0.16,10.55,109.74,173.0,Moderate
Amaravati,2017-11-30,69.8,114.86,4.69,20.17,14.54,0.12,14.07,118.09,165.0,Moderate
Amaravati,2017-12-01,73.96,113.56,4.58,19.29,13.97,0.1,13.9,123.8,191.0,Moderate
Amaravati,2017-12-02,89.9,140.2,7.71,26.19,19.87,0.1,19.37,128.73,191.0,Moderate
Amaravati,2017-12-03,87.14,130.52,0.97,21.31,12.12,0.15,11.41,114.8,227.0,Poor
Amaravati,2017-12-04,84.64,125.0,4.02,26.98,17.58,0.18,9.84,112.41,168.0,Moderate
Amaravati,2017-12-05,88.36,121.77,3.7,20.23,13.75,0.12,14.02,117.93,198.0,Moderate
Amaravati,2017-12-06,96.83,139.36,1.6,25.65,14.99,0.11,16.54,117.21,201.0,Poor
Amaravati,2017-12-07,117.46,181.64,4.26,41.1,25.32,0.13,28.79,94.63,252.0,Poor
Amaravati,2017-12-08,122.88,208.86,5.56,54.87,33.71,0.27,22.97,68.6,310.0,Very Poor
Amaravati,2017-12-09,74.28,141.22,6.1,44.97,28.88,0.09,21.9,60.62,196.0,Moderate
Amaravati,2017-12-10,50.32,102.77,1.73,33.85,19.41,0.1,13.65,68.15,132.0,Moderate
Amaravati,2017-12-11,58.47,115.27,4.93,41.64,26.15,0.16,18.37,73.75,147.0,Moderate
Amaravati,2017-12-12,89.35,131.48,7.97,42.1,28.88,0.24,7.42,44.67,179.0,Moderate
Amaravati,2017-12-13,64.42,99.74,7.2,34.78,24.36,0.15,5.81,50.16,145.0,Moderate
Amaravati,2017-12-14,69.4,98.94,5.81,29.97,20.67,0.14,5.8,55.0,115.0,Moderate
Amaravati,2017-12-15,71.07,109.65,4.19,25.0,16.7,0.1,8.33,79.04,140.0,Moderate
Amaravati,2017-12-16,79.76,129.81,8.77,40.92,28.84,0.17,8.51,73.17,156.0,Moderate
Amaravati,2017-12-17,108.06,167.62,7.29,47.05,30.94,0.08,16.05,70.74,225.0,Poor
Amaravati,2017-12-18,100.75,172.04,7.63,53.94,33.45,0.11,14.05,59.2,251.0,Poor
Amaravati,2017-12-19,106.25,171.56,2.74,43.09,21.78,0.13,15.45,66.9,228.0,Poor
Amaravati,2017-12-20,83.79,141.83,6.77,47.47,30.74,0.3,13.35,77.54,223.0,Poor
Amaravati,2017-12-21,79.98,147.74,7.02,49.55,32.07,0.14,13.58,79.71,170.0,Moderate
Amaravati,2017-12-22,76.27,152.59,7.51,56.0,35.9,0.15,29.88,56.97,165.0,Moderate
Amaravati,2017-12-23,86.5,147.95,5.24,42.0,26.6,0.15,11.85,73.09,159.0,Moderate
Amaravati,2017-12-24,100.62,167.75,3.75,47.68,28.41,0.22,10.85,62.78,232.0,Poor
Amaravati,2017-12-25,110.73,171.47,1.69,31.06,17.89,0.1,12.23,76.07,242.0,Poor
Amaravati,2017-12-26,107.7,170.21,4.97,43.54,27.2,0.17,18.07,64.6,274.0,Poor
Amaravati,2017-12-27,104.81,192.2,9.59,63.48,41.57,0.23,17.01,63.87,259.0,Poor
Amaravati,2017-12-28,89.95,175.16,10.95,64.53,43.23,0.27,15.52,62.49,225.0,Poor
Amaravati,2017-12-29,74.58,138.6,6.14,46.65,29.81,0.17,9.47,67.11,177.0,Moderate
Amaravati,2017-12-30,56.68,109.33,4.6,33.26,21.44,0.1,8.26,66.91,120.0,Moderate
Amaravati,2017-12-31,61.03,131.62,5.51,39.5,25.49,0.08,11.45,61.91,120.0,Moderate
Amaravati,2018-01-01,59.03,108.83,3.45,23.36,15.23,0.09,26.05,87.55,120.0,Moderate
Amaravati,2018-01-02,61.88,109.82,3.87,23.14,15.45,0.09,12.81,81.38,132.0,Moderate
Amaravati,2018-01-03,71.57,137.48,5.01,39.99,25.36,0.09,16.82,80.3,136.0,Moderate
Amaravati,2018-01-04,92.44,174.75,5.84,53.79,33.36,0.11,16.93,71.09,182.0,Moderate
Amaravati,2018-01-05,92.9,162.69,6.38,56.39,35.19,0.08,23.11,68.79,222.0,Poor
Amaravati,2018-01-06,85.15,151.97,11.05,61.55,41.72,0.07,11.86,90.8,230.0,Poor
Amaravati,2018-01-07,81.47,145.68,6.45,46.9,30.18,0.07,9.63,96.49,224.0,Poor
Amaravati,2018-01-08,81.58,132.66,3.97,34.93,21.81,0.09,12.81,118.91,217.0,Poor
Amaravati,2018-01-09,79.56,146.64,4.44,37.58,23.6,0.05,17.77,137.61,230.0,Poor
Amaravati,2018-01-10,87.43,155.95,3.9,37.31,23.02,0.1,13.4,121.72,229.0,Poor
Amaravati,2018-01-11,87.33,153.97,3.95,42.52,25.82,0.08,35.39,106.17,229.0,Poor
Amaravati,2018-01-12,110.39,182.54,4.54,52.24,31.49,0.04,36.01,82.2,235.0,Poor
Amaravati,2018-01-13,77.51,125.01,3.85,36.41,22.49,0.05,14.36,72.16,214.0,Poor
Amaravati,2018-01-14,86.96,129.99,3.65,28.32,18.03,0.05,4.83,62.6,186.0,Moderate
Amaravati,2018-01-15,76.29,115.53,2.96,21.35,13.75,0.05,8.75,69.99,172.0,Moderate
Amaravati,2018-01-16,67.06,100.34,3.22,20.25,13.29,0.06,4.7,54.92,138.0,Moderate
Amaravati,2018-01-17,68.34,104.45,3.71,26.26,16.99,0.06,6.43,45.63,125.0,Moderate
Amaravati,2018-01-18,66.28,117.3,7.36,45.13,29.99,0.05,7.21,45.97,132.0,Moderate
Amaravati,2018-01-19,64.98,116.14,6.98,45.4,29.83,0.06,8.83,50.28,111.0,Moderate
Amaravati,2018-01-20,75.46,132.84,9.56,56.53,37.84,0.13,30.48,51.98,137.0,Moderate
Amaravati,2018-01-21,81.58,141.85,4.99,38.15,24.35,0.05,11.04,59.76,172.0,Moderate
Amaravati,2018-01-22,78.27,142.86,5.98,45.36,29.01,0.06,10.32,58.53,160.0,Moderate
Amaravati,2018-01-23,79.01,138.14,6.16,45.43,29.17,0.06,10.18,58.04,163.0,Moderate
Amaravati,2018-01-24,77.98,137.31,5.09,44.96,28.04,0.06,7.22,50.69,165.0,Moderate
Amaravati,2018-01-25,77.96,155.73,8.4,59.92,38.7,0.06,31.01,40.77,139.0,Moderate
Amaravati,2018-01-26,79.04,143.38,6.19,43.61,28.23,0.08,8.67,45.46,176.0,Moderate
Amaravati,2018-01-27,77.78,131.14,6.1,43.84,28.33,0.09,7.62,43.26,162.0,Moderate
Amaravati,2018-01-28,76.48,131.86,4.06,33.37,21.04,0.06,7.49,45.71,160.0,Moderate
Amaravati,2018-01-29,74.2,135.97,4.3,35.82,22.55,0.07,12.16,53.0,142.0,Moderate
Amaravati,2018-01-30,78.23,140.66,5.36,45.76,28.7,0.05,12.45,45.35,172.0,Moderate
Amaravati,2018-01-31,68.53,147.48,8.28,61.52,39.46,0.04,23.68,37.99,134.0,Moderate
Amaravati,2018-02-01,62.08,152.59,10.08,62.18,41.29,0.05,8.97,34.93,136.0,Moderate
Amaravati,2018-02-02,50.64,130.36,6.48,45.52,29.49,0.07,10.61,40.57,130.0,Moderate
Amaravati,2018-02-03,44.21,119.52,3.63,34.37,21.23,0.07,5.86,31.73,111.0,Moderate
Amaravati,2018-02-04,50.71,115.65,7.91,35.16,25.13,0.06,8.16,32.58,117.0,Moderate
Amaravati,2018-02-05,42.27,100.54,4.95,30.69,20.33,0.66,8.99,32.18,102.0,Moderate
Amaravati,2018-02-06,39.41,101.1,3.21,28.53,17.83,0.81,5.86,28.72,108.0,Moderate
Amaravati,2018-02-07,50.56,116.89,6.93,37.27,25.44,0.97,5.25,23.36,99.0,Satisfactory
Amaravati,2018-02-08,50.54,120.05,2.91,26.96,16.74,0.9,17.9,36.66,121.0,Moderate
Amaravati,2018-02-09,26.22,62.82,2.24,20.1,12.54,0.61,8.25,23.74,86.0,Satisfactory
Amaravati,2018-02-10,31.83,66.74,2.76,16.83,11.14,0.61,5.87,24.72,57.0,Satisfactory
Amaravati,2018-02-11,70.26,112.29,0.4,11.87,6.57,0.62,7.29,31.4,107.0,Moderate
Amaravati,2018-02-12,59.47,99.73,0.54,12.85,7.18,0.68,7.62,30.57,118.0,Moderate
Amaravati,2018-02-13,58.71,99.04,0.41,13.88,7.62,0.86,6.89,36.2,110.0,Moderate
Amaravati,2018-02-14,56.29,107.96,0.25,16.71,9.02,0.95,12.91,48.39,114.0,Moderate
Amaravati,2018-02-15,50.41,118.62,1.68,25.6,15.01,0.69,11.81,33.46,111.0,Moderate
Amaravati,2018-02-16,57.53,128.81,1.94,25.03,14.88,0.78,25.39,31.15,117.0,Moderate
Amaravati,2018-02-17,43.82,97.19,1.45,16.01,9.45,0.67,17.62,27.62,107.0,Moderate
Amaravati,2018-02-18,42.71,80.24,15.9,17.35,22.25,0.49,9.53,30.68,87.0,Satisfactory
Amaravati,2018-02-19,54.73,94.12,3.49,12.79,9.73,0.58,8.21,30.21,89.0,Satisfactory
Amaravati,2018-02-20,50.91,99.84,4.55,16.33,12.39,0.64,10.34,26.24,97.0,Satisfactory
Amaravati,2018-02-21,38.5,106.7,4.5,16.82,12.69,0.58,11.02,26.62,100.0,Satisfactory
Amaravati,2018-02-22,32.21,107.43,7.39,17.33,15.32,0.6,11.81,24.84,105.0,Moderate
Amaravati,2018-02-23,35.36,107.25,6.13,17.75,14.52,0.85,10.87,23.99,114.0,Moderate
Amaravati,2018-02-24,59.65,127.26,8.21,19.14,16.94,0.7,10.82,21.64,116.0,Moderate
Amaravati,2018-02-27,39.52,113.31,19.35,21.18,27.0,0.81,15.02,18.8,116.0,Moderate
Amaravati,2018-02-28,43.08,116.06,5.34,19.02,14.54,0.79,22.7,25.64,108.0,Moderate
Amaravati,2018-03-01,38.1,97.0,7.1,22.21,17.68,0.79,13.89,22.73,100.0,Satisfactory
Amaravati,2018-03-02,33.08,83.16,5.37,18.83,14.38,0.72,8.98,23.63,92.0,Satisfactory
Amaravati,2018-03-03,29.7,77.45,4.45,17.33,13.01,0.65,9.71,29.26,80.0,Satisfactory
Amaravati,2018-03-04,38.67,82.67,4.45,22.81,15.74,0.66,12.63,22.9,88.0,Satisfactory
Amaravati,2018-03-05,30.04,83.07,11.58,24.74,22.65,0.78,8.98,17.81,83.0,Satisfactory
Amaravati,2018-03-06,39.72,103.81,19.66,26.29,30.06,0.81,9.68,17.53,100.0,Satisfactory
Amaravati,2018-03-07,38.21,78.95,5.71,19.03,14.85,0.75,8.03,22.81,81.0,Satisfactory
Amaravati,2018-03-08,58.31,124.64,11.93,28.85,25.14,1.03,10.21,22.24,112.0,Moderate
Amaravati,2018-03-09,62.49,113.56,8.08,22.65,18.7,0.91,12.68,26.26,113.0,Moderate
Amaravati,2018-03-10,49.04,102.46,5.75,19.92,15.26,0.64,6.82,26.52,105.0,Moderate
Amaravati,2018-03-11,41.67,80.09,2.74,13.08,9.19,0.78,8.35,30.38,88.0,Satisfactory
Amaravati,2018-03-12,32.44,75.3,6.01,19.07,15.02,0.68,7.75,21.52,78.0,Satisfactory
Amaravati,2018-03-13,26.43,80.85,10.73,20.82,19.8,0.72,9.43,16.52,78.0,Satisfactory
Amaravati,2018-03-14,25.08,60.67,7.17,15.22,13.94,0.56,8.63,13.8,69.0,Satisfactory
Amaravati,2018-03-15,26.09,63.05,4.9,10.42,9.51,0.58,11.33,21.38,60.0,Satisfactory
Amaravati,2018-03-17,49.58,82.95,4.98,19.05,14.27,0.7,12.47,20.32,61.0,Satisfactory
Amaravati,2018-03-18,43.52,80.01,6.41,20.43,16.16,0.8,10.57,23.36,90.0,Satisfactory
Amaravati,2018-03-19,39.83,76.09,4.63,14.37,11.5,0.7,8.89,23.13,74.0,Satisfactory
Amaravati,2018-03-20,36.89,76.61,6.62,18.83,15.39,0.57,7.04,13.58,76.0,Satisfactory
Amaravati,2018-03-22,52.69,94.25,4.69,14.44,11.58,0.59,16.81,19.03,92.0,Satisfactory
Amaravati,2018-03-23,46.48,95.41,4.35,14.79,11.5,0.6,15.55,21.04,93.0,Satisfactory
Amaravati,2018-03-24,44.22,77.62,3.56,8.53,7.52,0.73,9.61,23.87,88.0,Satisfactory
Amaravati,2018-03-26,39.05,81.51,3.43,9.86,8.11,0.68,7.26,23.74,79.0,Satisfactory
Amaravati,2018-03-27,30.21,67.22,5.11,11.29,10.25,0.58,13.19,20.89,74.0,Satisfactory
Amaravati,2018-03-28,31.14,60.35,4.25,10.36,9.05,0.83,14.42,20.99,62.0,Satisfactory
Amaravati,2018-04-02,24.23,52.06,4.32,14.33,11.23,0.56,9.95,23.86,55.0,Satisfactory
Amaravati,2018-04-03,22.29,55.96,4.38,11.27,9.64,0.67,8.08,19.63,56.0,Satisfactory
Amaravati,2018-04-04,25.28,54.59,4.93,9.65,9.24,0.72,8.7,19.64,56.0,Satisfactory
Amaravati,2018-04-07,24.4,70.25,5.01,10.84,9.84,0.74,7.4,13.13,76.0,Satisfactory
Amaravati,2018-04-09,23.72,55.74,4.18,8.86,8.18,0.81,6.71,19.29,81.0,Satisfactory
Amaravati,2018-04-10,26.12,56.77,4.8,11.71,10.14,0.5,6.88,14.32,59.0,Satisfactory
Amaravati,2018-05-11,12.42,36.29,4.47,10.28,9.11,0.51,5.82,36.88,52.0,Satisfactory
Amaravati,2018-05-17,15.2,45.09,4.69,9.26,8.84,1.18,6.82,54.21,125.0,Moderate
Amaravati,2018-05-24,25.62,56.44,4.28,13.88,10.97,0.48,7.3,44.62,86.0,Satisfactory
Amaravati,2018-05-25,40.32,66.25,4.36,11.3,9.65,0.5,7.57,24.35,62.0,Satisfactory
Amaravati,2018-05-26,13.07,37.35,3.8,8.59,7.75,0.46,6.09,29.05,78.0,Satisfactory
Amaravati,2018-05-27,16.56,41.96,3.03,7.25,6.31,0.41,6.48,62.01,114.0,Moderate
Amaravati,2018-05-28,19.57,44.72,3.72,7.72,7.22,0.34,5.99,64.58,103.0,Moderate
Amaravati,2018-06-03,27.42,57.28,3.36,19.38,13.04,0.32,6.83,77.6,129.0,Moderate
Amaravati,2018-06-04,31.26,72.82,2.6,10.78,7.92,0.4,7.7,100.25,136.0,Moderate
Amaravati,2018-06-05,28.12,70.21,2.67,13.18,9.28,0.38,7.28,126.43,155.0,Moderate
Amaravati,2018-06-21,18.81,55.66,3.91,11.7,9.49,1.01,5.53,62.72,88.0,Satisfactory
Amaravati,2018-06-24,18.09,45.11,3.0,7.26,6.39,1.0,6.14,64.6,89.0,Satisfactory
Amaravati,2018-06-26,16.86,48.26,2.98,8.54,6.96,0.52,7.12,50.39,68.0,Satisfactory
Amaravati,2018-06-28,16.46,33.5,5.95,17.41,14.19,0.61,4.72,40.44,65.0,Satisfactory
Amaravati,2018-06-29,18.4,49.43,4.29,13.66,10.85,0.38,5.51,48.0,66.0,Satisfactory
Amaravati,2018-06-30,20.31,49.14,3.84,12.76,9.99,0.41,7.54,61.59,96.0,Satisfactory
Amaravati,2018-07-01,23.99,46.59,3.45,16.64,11.74,0.51,5.01,46.14,68.0,Satisfactory
Amaravati,2018-07-02,20.36,41.99,4.47,15.53,11.98,0.52,6.62,53.13,76.0,Satisfactory
Amaravati,2018-07-03,15.08,38.79,5.11,13.96,11.66,0.4,4.9,44.36,70.0,Satisfactory
Amaravati,2018-07-04,19.42,69.33,5.64,13.23,11.71,0.41,5.6,47.28,75.0,Satisfactory
Amaravati,2018-07-05,13.93,48.97,5.11,10.72,9.94,0.33,6.52,44.77,73.0,Satisfactory
Amaravati,2018-07-06,18.29,41.01,6.12,17.63,14.44,0.63,6.53,37.35,85.0,Satisfactory
Amaravati,2018-07-07,17.25,32.02,2.58,6.82,5.82,0.37,4.65,65.23,83.0,Satisfactory
Amaravati,2018-07-11,16.89,30.98,2.61,6.37,5.51,0.39,6.75,54.84,62.0,Satisfactory
Amaravati,2018-07-12,15.95,25.24,7.52,7.16,10.56,0.64,8.77,37.76,79.0,Satisfactory
Amaravati,2018-07-15,8.68,26.62,2.19,5.01,4.44,0.31,6.29,19.52,31.0,Good
Amaravati,2018-07-18,10.45,41.47,4.1,11.13,9.34,0.47,9.94,28.24,39.0,Good
Amaravati,2018-07-20,14.48,35.5,5.28,12.77,11.09,0.5,9.81,24.28,42.0,Good
Amaravati,2018-07-21,17.96,47.61,5.68,14.95,12.66,0.69,6.51,32.73,73.0,Satisfactory
Amaravati,2018-07-24,17.42,56.44,5.71,16.26,13.39,0.47,11.83,28.85,55.0,Satisfactory
Amaravati,2018-07-25,17.79,68.97,7.15,16.25,14.55,0.62,10.42,26.08,86.0,Satisfactory
Amaravati,2018-07-28,17.74,80.26,10.41,20.1,19.29,0.49,10.98,27.33,57.0,Satisfactory
Amaravati,2018-07-29,21.78,76.32,5.21,20.63,15.21,0.44,9.64,25.7,85.0,Satisfactory
Amaravati,2018-07-30,28.31,98.01,9.45,24.83,20.98,0.54,6.69,31.12,85.0,Satisfactory
Amaravati,2018-07-31,27.1,112.48,9.04,23.91,20.07,0.47,12.6,23.43,106.0,Moderate
Amaravati,2018-08-01,20.21,91.71,4.66,16.41,12.61,0.34,6.74,29.91,100.0,Satisfactory
Amaravati,2018-08-02,18.52,51.48,6.99,18.33,15.52,0.43,12.46,28.73,68.0,Satisfactory
Amaravati,2018-08-03,25.59,70.1,10.33,21.95,20.17,0.5,8.64,26.4,61.0,Satisfactory
Amaravati,2018-08-04,21.79,75.21,4.79,15.65,12.3,0.38,11.1,30.57,71.0,Satisfactory
Amaravati,2018-08-07,18.47,52.91,7.36,16.89,15.06,0.8,11.49,22.14,111.0,Moderate
Amaravati,2018-08-08,16.73,40.15,6.61,16.05,14.0,0.44,9.02,20.11,47.0,Good
Amaravati,2018-08-09,18.72,57.71,7.08,25.46,19.29,0.42,12.33,18.28,47.0,Good
Amaravati,2018-08-10,11.39,28.72,4.4,11.2,9.63,0.39,9.47,21.17,48.0,Good
Amaravati,2018-08-11,10.62,19.96,3.71,9.32,8.1,0.59,10.32,14.62,49.0,Good
Amaravati,2018-08-13,9.28,16.42,5.01,7.85,8.31,0.92,8.12,12.29,57.0,Satisfactory
Amaravati,2018-08-14,7.45,20.5,3.99,8.92,8.08,0.88,8.35,16.01,60.0,Satisfactory
Amaravati,2018-08-15,15.32,45.04,3.13,10.48,8.12,0.88,8.93,14.12,52.0,Satisfactory
Amaravati,2018-08-17,11.39,24.61,3.02,7.96,6.77,0.96,11.82,26.34,63.0,Satisfactory
Amaravati,2018-08-18,12.51,32.52,2.71,6.6,5.8,0.86,9.47,28.28,53.0,Satisfactory
Amaravati,2018-08-19,8.71,14.17,1.36,6.04,4.31,1.03,8.12,22.3,56.0,Satisfactory
Amaravati,2018-08-22,7.0,7.8,1.7,7.66,5.45,1.08,8.39,17.77,75.0,Satisfactory
Amaravati,2018-08-24,15.76,40.74,4.78,19.03,14.1,1.36,9.46,23.34,89.0,Satisfactory
Amaravati,2018-08-25,18.79,60.26,5.2,20.45,15.18,1.1,10.01,22.54,76.0,Satisfactory
Amaravati,2018-08-27,10.1,23.92,4.73,13.33,11.02,0.87,9.24,20.67,66.0,Satisfactory
Amaravati,2018-08-28,14.43,43.47,6.66,16.04,14.03,0.95,9.76,24.54,61.0,Satisfactory
Amaravati,2018-08-29,22.65,57.46,4.52,16.8,12.7,1.18,8.89,29.44,83.0,Satisfactory
Amaravati,2018-08-30,28.45,81.89,6.68,19.36,15.81,1.39,9.78,29.76,87.0,Satisfactory
Amaravati,2018-08-31,24.94,69.22,3.56,19.99,13.29,1.4,11.98,28.1,97.0,Satisfactory
Amaravati,2018-09-01,26.24,62.75,4.63,21.34,15.23,1.68,11.17,27.98,98.0,Satisfactory
Amaravati,2018-09-02,30.6,76.16,7.16,24.63,18.91,1.71,11.64,24.36,99.0,Satisfactory
Amaravati,2018-09-04,24.22,86.08,9.81,26.49,22.16,1.68,11.54,26.93,98.0,Satisfactory
Amaravati,2018-09-07,31.3,101.05,9.49,25.22,21.23,1.48,11.06,35.61,90.0,Satisfactory
Amaravati,2018-09-08,27.1,89.38,11.58,21.31,20.76,1.54,10.21,28.77,106.0,Moderate
Amaravati,2018-09-11,33.28,75.5,10.44,32.4,25.96,1.11,8.91,30.15,88.0,Satisfactory
Amaravati,2018-09-13,40.56,66.97,2.56,17.56,11.42,0.62,11.29,37.87,76.0,Satisfactory
Amaravati,2018-09-14,37.93,67.4,3.85,20.86,14.32,0.78,8.91,34.81,68.0,Satisfactory
Amaravati,2018-09-15,31.64,69.39,2.6,18.65,11.86,0.66,9.58,39.56,75.0,Satisfactory
Amaravati,2018-09-21,35.02,71.42,2.84,21.04,13.5,0.74,6.28,41.37,80.0,Satisfactory
Amaravati,2018-09-22,24.29,50.33,3.45,13.45,10.13,0.97,14.1,47.86,81.0,Satisfactory
Amaravati,2018-09-25,26.13,60.44,8.3,22.94,19.06,0.82,27.0,30.84,59.0,Satisfactory
Amaravati,2018-09-26,24.08,45.81,8.17,27.49,21.37,0.84,13.47,27.49,62.0,Satisfactory
Amaravati,2018-10-05,25.88,56.44,6.94,17.79,15.2,0.84,12.41,27.48,56.0,Satisfactory
Amaravati,2018-10-06,49.7,109.35,8.38,25.91,20.65,0.76,14.31,46.63,80.0,Satisfactory
Amaravati,2018-10-09,65.16,184.84,22.45,52.69,46.28,1.07,25.5,37.46,142.0,Moderate
Amaravati,2018-10-10,52.88,172.08,5.52,26.45,18.96,0.81,31.74,57.33,154.0,Moderate
Amaravati,2018-10-12,40.99,122.69,4.32,29.54,19.32,0.6,24.37,44.5,130.0,Moderate
Amaravati,2018-10-14,39.22,102.6,4.9,24.58,17.06,0.95,10.6,25.73,113.0,Moderate
Amaravati,2018-10-15,36.86,76.61,8.26,27.36,21.36,1.09,9.33,21.11,91.0,Satisfactory
Amaravati,2018-10-16,34.41,72.03,10.35,25.38,22.0,1.07,10.8,21.99,77.0,Satisfactory
Amaravati,2018-10-26,56.53,128.8,9.84,36.38,27.43,1.18,13.43,41.17,122.0,Moderate
Amaravati,2018-10-27,69.42,167.05,1.79,45.82,25.35,1.35,23.42,39.0,133.0,Moderate
Amaravati,2018-10-28,53.53,119.1,1.52,38.23,21.54,0.88,15.52,37.22,133.0,Moderate
Amaravati,2018-10-29,48.33,115.41,1.38,36.77,20.23,1.16,28.74,37.42,118.0,Moderate
Amaravati,2018-10-30,58.65,125.68,1.23,36.24,20.27,1.26,14.54,31.09,118.0,Moderate
Amaravati,2018-11-05,21.58,68.71,20.4,39.44,37.67,0.73,10.43,19.42,61.0,Satisfactory
Amaravati,2018-11-06,23.22,64.84,20.42,39.56,37.74,0.89,10.33,21.33,86.0,Satisfactory
Amaravati,2018-11-09,51.51,111.28,20.08,57.93,47.24,1.07,12.3,26.53,105.0,Moderate
Amaravati,2018-11-10,56.85,115.5,16.11,62.91,46.64,0.82,18.89,27.44,106.0,Moderate
Amaravati,2018-11-11,68.25,129.41,15.11,65.0,46.85,1.22,25.14,30.3,120.0,Moderate
Amaravati,2018-11-12,84.48,164.24,14.25,80.74,54.62,1.21,30.44,33.39,156.0,Moderate
Amaravati,2018-11-13,77.38,173.47,22.55,75.54,58.58,1.15,30.69,35.94,182.0,Moderate
Amaravati,2018-11-14,71.23,160.66,15.11,89.44,59.86,1.48,38.91,32.4,144.0,Moderate
Amaravati,2018-11-18,19.48,46.57,14.56,35.92,30.95,0.84,7.49,15.47,56.0,Satisfactory
Amaravati,2018-11-26,85.11,183.15,9.11,97.16,59.17,1.28,17.17,37.99,189.0,Moderate
Amaravati,2018-11-27,93.95,190.73,19.47,105.22,71.79,1.81,20.78,39.9,190.0,Moderate
Amaravati,2018-11-28,80.96,152.44,4.73,89.01,51.18,1.51,15.71,41.41,215.0,Poor
Amaravati,2018-12-01,77.86,159.49,10.69,90.28,56.71,1.16,14.21,22.45,145.0,Moderate
Amaravati,2018-12-02,70.89,125.4,3.58,68.12,39.14,1.17,13.87,29.82,160.0,Moderate
Amaravati,2018-12-03,74.34,129.57,4.54,69.78,40.81,1.09,14.03,33.95,130.0,Moderate
Amaravati,2018-12-04,97.09,143.69,4.09,86.95,49.58,1.11,13.62,33.03,176.0,Moderate
Amaravati,2018-12-09,111.21,170.04,4.42,76.7,44.4,1.47,10.17,31.17,266.0,Poor
Amaravati,2018-12-10,107.24,162.72,5.85,72.27,43.16,1.14,9.58,28.5,276.0,Poor
Amaravati,2018-12-11,89.07,160.83,5.59,72.19,42.93,1.23,11.7,29.51,218.0,Poor
Amaravati,2018-12-14,90.61,164.19,5.37,74.89,44.2,1.07,17.68,31.59,180.0,Moderate
Amaravati,2018-12-15,96.57,174.31,3.33,57.77,33.44,1.1,23.81,39.75,217.0,Poor
Amaravati,2018-12-21,48.88,84.99,6.61,63.12,38.95,0.94,29.45,23.97,81.0,Satisfactory
Amaravati,2018-12-22,55.24,81.9,3.65,55.65,32.57,1.17,13.62,27.34,89.0,Satisfactory
Amaravati,2018-12-23,83.4,121.25,2.86,46.47,27.04,1.0,12.32,32.68,136.0,Moderate
Amaravati,2018-12-24,93.78,142.65,5.55,67.51,40.43,1.34,42.75,29.16,199.0,Moderate
Amaravati,2018-12-25,92.72,135.61,13.43,77.45,52.11,1.16,20.19,24.79,221.0,Poor
Amaravati,2018-12-28,73.19,127.1,13.43,69.17,47.7,0.92,25.43,22.5,119.0,Moderate
Amaravati,2018-12-29,82.53,145.06,5.44,67.17,40.16,1.01,28.57,24.03,153.0,Moderate
Amaravati,2018-12-30,95.18,154.73,4.57,76.4,44.35,1.34,33.25,30.68,202.0,Poor
Amaravati,2018-12-31,79.29,136.71,4.24,74.24,42.93,1.1,40.52,28.79,191.0,Moderate
Amaravati,2019-01-01,83.17,140.9,6.56,83.38,49.69,1.09,30.85,24.84,183.0,Moderate
Amaravati,2019-01-02,109.97,189.28,13.93,124.57,77.59,1.38,48.92,30.25,210.0,Poor
Amaravati,2019-01-03,139.38,230.27,35.59,140.17,103.49,1.24,42.26,20.87,304.0,Very Poor
Amaravati,2019-01-04,126.47,187.83,9.48,106.1,64.14,1.43,15.29,26.24,312.0,Very Poor
Amaravati,2019-01-05,127.94,196.3,6.73,92.41,54.63,1.33,15.9,28.51,304.0,Very Poor
Amaravati,2019-01-06,126.66,184.73,9.63,94.51,58.1,1.45,11.75,26.07,306.0,Very Poor
Amaravati,2019-01-07,121.47,215.5,17.24,103.31,68.98,1.5,16.53,24.55,302.0,Very Poor
Amaravati,2019-01-08,118.17,219.63,36.87,121.38,94.54,1.25,39.68,21.18,298.0,Poor
Amaravati,2019-01-09,97.45,225.75,12.68,121.94,75.16,0.86,66.39,27.23,274.0,Poor
Amaravati,2019-01-10,115.23,198.47,14.96,113.39,72.47,0.78,9.43,20.07,270.0,Poor
Amaravati,2019-01-11,121.81,193.4,11.17,100.16,62.36,0.96,10.56,24.73,302.0,Very Poor
Amaravati,2019-01-12,99.69,157.03,5.83,71.61,42.84,0.5,10.52,24.22,257.0,Poor
Amaravati,2019-01-13,92.66,146.49,4.86,57.32,34.44,0.64,12.33,25.51,212.0,Poor
Amaravati,2019-01-14,116.99,172.92,2.91,58.43,33.44,0.44,12.91,26.84,256.0,Poor
Amaravati,2019-01-15,120.33,182.65,5.68,60.37,36.74,1.02,26.39,21.83,301.0,Very Poor
Amaravati,2019-01-16,108.43,159.44,3.49,50.62,29.77,0.7,6.49,24.73,274.0,Poor
